mode,source_name,run_time_sec,wall_time_utc,sample_count,decoded_state,status_text,ground_truth_state,jaw_confidence,jaw_onset_confidence,jaw_active_confidence,jaw_event_label,jaw_hold_active,hand_left_confidence,hand_right_confidence,hand_prediction,hand_margin,hand_agreed,hand_notes,hand_state,hand_ready,hand_enabled,jaw_enabled,stale_stream
REPLAY,HR-3-15-26-(03).csv,7.392059326171875,2026-04-14T22:28:25.421476+00:00,1843,NEUTRAL,tracking,REST,0.3252544113844873,0.14273141394634556,0.2831700390831291,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.4923858642578125,2026-04-14T22:28:25.423833+00:00,1868,NEUTRAL,tracking,REST,0.33174921827443604,0.11974812712253187,0.30545577261631135,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.59271240234375,2026-04-14T22:28:25.426012+00:00,1893,NEUTRAL,tracking,REST,0.3568951152548865,0.1527639775960208,0.3175699267190842,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.6930389404296875,2026-04-14T22:28:25.428365+00:00,1918,NEUTRAL,tracking,REST,0.3239286047044475,0.12295766129401049,0.27841057641518857,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.793365478515625,2026-04-14T22:28:25.430775+00:00,1943,NEUTRAL,tracking,REST,0.32647520981755773,0.11489096289121505,0.2744023945446055,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.8936920166015625,2026-04-14T22:28:25.432850+00:00,1968,NEUTRAL,tracking,REST,0.32900576300374074,0.14490674288473052,0.26645702750442024,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.9940185546875,2026-04-14T22:28:25.435068+00:00,1993,NEUTRAL,tracking,REST,0.348760092383284,0.1615712421396442,0.29064631950796144,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,8.094345092773438,2026-04-14T22:28:25.437131+00:00,2018,NEUTRAL,tracking,REST,0.3019895252395204,0.07756772382085675,0.2866445040925922,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,8.194671630859375,2026-04-14T22:28:25.439337+00:00,2043,NEUTRAL,tracking,REST,0.30660211450473474,0.10119604096192238,0.251384569829995,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,8.294998168945312,2026-04-14T22:28:25.441817+00:00,2068,NEUTRAL,tracking,REST,0.32197990436606194,0.1073459154981321,0.2561137222729644,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
